-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,661,661,661,661,661,661,661,661,661,661,661,-1,-1
-1,-1,661,661,661,661,661,661,661,661,661,661,661,-1,-1
-1,-1,661,661,32,661,661,661,661,661,32,661,661,-1,-1
-1,-1,661,661,-1,661,661,661,661,661,661,661,661,-1,-1
-1,-1,661,661,-1,661,661,661,661,661,661,661,661,-1,-1
-1,-1,661,661,661,661,661,-1,661,661,-1,661,661,-1,-1
-1,-1,661,661,661,661,661,661,661,661,661,661,661,-1,-1
-1,-1,661,661,661,661,661,661,661,661,661,661,661,-1,-1
-1,-1,661,661,32,661,661,661,661,661,32,661,661,-1,-1
-1,-1,661,661,661,661,661,661,661,661,661,661,661,-1,-1
-1,-1,661,661,661,661,661,661,661,661,661,661,661,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
